Product URL,Product Name,Product Price,Rating,Number of reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTU1Njk4NTE1NDU3Mzg4OjE2OTAxOTUzNjM6c3BfYnRmOjMwMDAxNzA3OTQ5ODQzMjo6MDo6&url=%2FZUKA-Synthetic-Leather-Backpack-college%2Fdp%2FB0B65P2B1D%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690195363%26sprefix%3Dba%252Caps%252C283%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,ZUKA Synthetic Leather Laptop Backpack Travel Backpack college Backpack for Men and Women for 15.6 Inch Laptop,,3.4 out of 5 stars,24,"Care Instructions: Dry Clean Only, ZUKA backpack has added safety features for you laptop and other precious devices. L, 34× W,11× H, 47 <br>, Hidden pockets at one side give you quick access to items like cellphones, IDs, or other handy things that you frequently need, and you don’t have to take off your backpack to get it. <br>, Luxur Anti-theft Backpack can be opened in either 90°, or 180°,just like a bag and a suitcase. <br>, Adjustable padded shoulder strap, Padded handle, thick padding anti-sweat breathable air mesh.; Care Instructions: Wipe with Dry Cloth <br>, Age Range Description: Adult; Lining Description: Faux Leather; Water Resistance Level: Water Resistant; Style Name: American; Special Features: Laptop Compartment; Pattern Name: Solid <br>, ",ASIN : B0B65P2B1D,"Care Instructions: Dry Clean Only, ZUKA backpack has added safety features for you laptop and other precious devices. L, 34× W,11× H, 47 <br>, Hidden pockets at one side give you quick access to items like cellphones, IDs, or other handy things that you frequently need, and you don’t have to take off your backpack to get it. <br>, Luxur Anti-theft Backpack can be opened in either 90°, or 180°,just like a bag and a suitcase. <br>, Adjustable padded shoulder strap, Padded handle, thick padding anti-sweat breathable air mesh.; Care Instructions: Wipe with Dry Cloth <br>, Age Range Description: Adult; Lining Description: Faux Leather; Water Resistance Level: Water Resistant; Style Name: American; Special Features: Laptop Compartment; Pattern Name: Solid <br>, ","Manufacturer : FM PURSE PAHAR GANJ NEW DELHI 110055 zuka02021@gmail.com, zuka02021@gmail.com"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTEyMDExMjU4MDcxOTI5OjE2OTAxOTU1MDU6c3BfYXRmX25leHQ6MjAwMjE0Mjc5NzY2MDY6OjA6Og&url=%2FKiller-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB07C9XHZT1%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690195505%26sprefix%3Dba%252Caps%252C283%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,,4.4 out of 5 stars,"11,419","Care Instructions: Hand Wash Only, Outer Fabric: Durable PU coated Polyester Fabric. Inner Fabric: Strong PU coated polyester fabtic<br><br>, Well cushioned Laptop compartment for upto 15.6 inch Laptop, and spacious enagh to carry for two days cloths<br><br>, Style Name: Travel Backpacks; Pattern Name: Solid; Pocket Description: Utility Pocket; Age Range Description: Adult; Strap Type: Adjustable; Water Resistance Level: Water Resistant; Warranty Description: 1 Year Warranty Against Manufacturing Defects.; Compartment Description: Up To 15 Inches<br>, <br>, <br>, ",ASIN : B07C9XHZT1,"Care Instructions: Hand Wash Only, Outer Fabric: Durable PU coated Polyester Fabric. Inner Fabric: Strong PU coated polyester fabtic<br><br>, Well cushioned Laptop compartment for upto 15.6 inch Laptop, and spacious enagh to carry for two days cloths<br><br>, Style Name: Travel Backpacks; Pattern Name: Solid; Pocket Description: Utility Pocket; Age Range Description: Adult; Strap Type: Adjustable; Water Resistance Level: Water Resistant; Warranty Description: 1 Year Warranty Against Manufacturing Defects.; Compartment Description: Up To 15 Inches<br>, <br>, <br>, ","Manufacturer : KILLER, B-24, 1st Floor, Ajay Mittal Industrial Estate Andheri Kurla Road, Marol, Andheri (E) Mumbai, Maharashtra, India – 400059 Mobile: +91 8767008844"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTEyMDExMjU4MDcxOTI5OjE2OTAxOTU1MDU6c3BfYXRmX25leHQ6MzAwMDAzOTQ3MTMyODMyOjowOjo&url=%2FEUME-Crystal-Laptop-Backpack-Resistance%2Fdp%2FB07GLNRKSV%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690195505%26sprefix%3Dba%252Caps%252C283%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"EUME Crystal 22 Liters 1 Large Compartment Laptop Backpacks Fit Up to 14-inch Laptop Anti-Theft Zipper Polyester Fabric College, Office, and Mini Business Trip Travel Bags - Navy Blue",,4.3 out of 5 stars,216,"The Eume Crystal Bag comes with 1 large compartment, 1 easy-access pocket in front, and 1 side pocket with a zipper for a water bottle., Large compartment dedicated to tech-safe that can store laptops up to 14 inches and an extra compartment for notepad, another space with 2 small pockets for chargers, earphones, or wallets, and 1 pen holder., It's water-resistant, good quality, non-slip zipper pull cord rope ends lock, and light weight. It has padded adjustable shoulder straps and a trolley support strap for maximum comfort and to make your travel journey happier., Dimensions of Backpack: 12.5 x 9.5 x 18 inches; Bag Weight: 625 grams; Capacity: 22 liters; Fabric: Polyester, The Eume Crystal Backpack comes with a 1-year warranty against manufacturing defects., ",ASIN : B07GLNRKSV,"The Eume Crystal Bag comes with 1 large compartment, 1 easy-access pocket in front, and 1 side pocket with a zipper for a water bottle., Large compartment dedicated to tech-safe that can store laptops up to 14 inches and an extra compartment for notepad, another space with 2 small pockets for chargers, earphones, or wallets, and 1 pen holder., It's water-resistant, good quality, non-slip zipper pull cord rope ends lock, and light weight. It has padded adjustable shoulder straps and a trolley support strap for maximum comfort and to make your travel journey happier., Dimensions of Backpack: 12.5 x 9.5 x 18 inches; Bag Weight: 625 grams; Capacity: 22 liters; Fabric: Polyester, The Eume Crystal Backpack comes with a 1-year warranty against manufacturing defects., ","Manufacturer : EUME, Gala No 6 , Ground Floor, Bldg No.193,Indian Corporation, Dapode Road, Mankoli Naka, Opp Gajajnan Petrol Pump, Bhiwandi 421302 Customer Care No-9321366003"
https://www.amazon.in/Impulse-Impbee-Backpack-Business-Resistant/dp/B0C1CSS81H/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-147,Impulse Impbee 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,,4.0 out of 5 stars,6,"Care Instructions: Wipe with Dry Cloth, SPACIOUS AND LIGHTWEIGHT: 45L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers, ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability, 1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty, WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction., MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks, ",ASIN : B0C1CSS81H,"Care Instructions: Wipe with Dry Cloth, SPACIOUS AND LIGHTWEIGHT: 45L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers, ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability, 1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty, WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction., MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks, ",
https://www.amazon.in/PAZZO-Alto-40L-Casual-Backpack/dp/B07VT3F795/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-148,"PAZZO Alto 40L Casual Backpack - 3 Compartment Travel Backpack, College|School Bag with 1 Year Warranty",,4.0 out of 5 stars,"1,768","STORAGE CAPACITY : The backpack for men has 3 large compartments, 1 front pocket and 2 side Bottle Holder, 1 Anti-Theft Internal Organiser to store pens, keys, money etc. In deed a perfect all-rounder backpack for men, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. One Bag multiple uses. Great Value !!, FEATURES & WARRANTY : Strap Type: Adjustable; Closure Type: Zipper; Color Name: Black; Pattern Name: Solid; Compartment Description: Not Laptop Compatible; Special Features: Zip Closure; Capacity: 40 litres; Number of Compartments: 3 Compartments; Water Resistance Level: Water Resistant; Age Range Description: Kid; Pocket Description: Utility Pocket; Lining Description: Polyester; Warranty Description: This bag for men has 1 Year Warranty for any manufacturing defects., DIMENSIONS :19(H) x 12.5(W) x 8.5(B) inches. This school bags for boys has heavy duty zippers and it perfectly serves the purpose of a school bag, college bag, office bag with plenty of space on the inside., MATERIAL : This college bags for men is made from Imported 420D. It is lightweight polyester fabric. These college bag for women has tested strength of 140 Kgs. It also has 900D super strong base with foam padding for protection., THE ULTIMATE BACKPACK FOR MEN : This backpack has adjustable shoulders, padded handle, quick haul loop, 3D air flow panel preventing sweat. This 40L school bags for boys/college bag for girls can accommodate a water bottle on one side pocket or also an umbrella., ",ASIN : B07VT3F795,"STORAGE CAPACITY : The backpack for men has 3 large compartments, 1 front pocket and 2 side Bottle Holder, 1 Anti-Theft Internal Organiser to store pens, keys, money etc. In deed a perfect all-rounder backpack for men, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. One Bag multiple uses. Great Value !!, FEATURES & WARRANTY : Strap Type: Adjustable; Closure Type: Zipper; Color Name: Black; Pattern Name: Solid; Compartment Description: Not Laptop Compatible; Special Features: Zip Closure; Capacity: 40 litres; Number of Compartments: 3 Compartments; Water Resistance Level: Water Resistant; Age Range Description: Kid; Pocket Description: Utility Pocket; Lining Description: Polyester; Warranty Description: This bag for men has 1 Year Warranty for any manufacturing defects., DIMENSIONS :19(H) x 12.5(W) x 8.5(B) inches. This school bags for boys has heavy duty zippers and it perfectly serves the purpose of a school bag, college bag, office bag with plenty of space on the inside., MATERIAL : This college bags for men is made from Imported 420D. It is lightweight polyester fabric. These college bag for women has tested strength of 140 Kgs. It also has 900D super strong base with foam padding for protection., THE ULTIMATE BACKPACK FOR MEN : This backpack has adjustable shoulders, padded handle, quick haul loop, 3D air flow panel preventing sweat. This 40L school bags for boys/college bag for girls can accommodate a water bottle on one side pocket or also an umbrella., ",Manufacturer : PAZZO
https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-149,"Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",,4.4 out of 5 stars,710,"HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk, DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA, SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage, SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage, Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees, ",ASIN : B099ZZ57FT,"HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk, DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA, SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage, SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage, Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees, ","Manufacturer : Universal Corporation Limited, Universal corporation ltd , ningbo, china"
https://www.amazon.in/Genie-compartments-Resistant-Lightweight-Travelling/dp/B0C85YB2S3/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-145,"Genie Royale Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour",,,,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Weight: 596 g, Dimensions: 48 x 33 x 23 cm Warranty: 12 months, · 3 Super Spacious Compartment: Multiple compartments ensuring better organization. Store anything to everything. It can fit plenty! · Laptop Sleeve: Ensure that your laptop is stored separately and Securely! · Multi-level Organizer: Keep every single item separately in an arranged manner. · 1 side pocket: For holding water bottle, clipping pens or pencil or storing other items. · 1 Front Pocket: Easily accessible pocket to keep all your essentials such as wallet, ticket, cosmetics., Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load even after keeping the laptop inside.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!, Light Weight yet Durable to resist the weight of laptop, journals, stationary, lunch boxes. Can store all your college or office stationary, without any hassle., Stylish & Cute: This bag is designed for those Millennials and GenZ, who do not want to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack., ",ASIN : B0C85YB2S3,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Weight: 596 g, Dimensions: 48 x 33 x 23 cm Warranty: 12 months, · 3 Super Spacious Compartment: Multiple compartments ensuring better organization. Store anything to everything. It can fit plenty! · Laptop Sleeve: Ensure that your laptop is stored separately and Securely! · Multi-level Organizer: Keep every single item separately in an arranged manner. · 1 side pocket: For holding water bottle, clipping pens or pencil or storing other items. · 1 Front Pocket: Easily accessible pocket to keep all your essentials such as wallet, ticket, cosmetics., Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load even after keeping the laptop inside.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!, Light Weight yet Durable to resist the weight of laptop, journals, stationary, lunch boxes. Can store all your college or office stationary, without any hassle., Stylish & Cute: This bag is designed for those Millennials and GenZ, who do not want to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack., ","Manufacturer : Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-146,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),,4.3 out of 5 stars,"9,248","Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : Black, Capacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc., Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle., Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty., Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose, ",ASIN : B07F2H25NP,"Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : Black, Capacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc., Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle., Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty., Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose, ","Manufacturer : Auxter, (AUXTER ) GEE KAY ENTERPRISES ,72 Anoop Nagar Leather Complex Road,Jalandhar Punjab 140021 India . 8146718618 , auxterbags@gmail.com"
https://www.amazon.in/AmazonBasics-Ltrs-Large-Duffel-Bag/dp/B01GGNW5AM/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-147,AmazonBasics Nylon 43 Cms Travel Duffle Bag (Red),,4.3 out of 5 stars,"6,825","Measures 32.5 x 17 x 11.5 inches/82.5 x 43.2 x 29.2 cm (LxWxH), Large rectangular-shaped duffel bag with roomy interior (over 6,000+ cubic inches); ideal for travel or storage, Made of 100-percent nylon; lightweight, yet durable; 22.67 Kgs weight capacity; choice of color, Zippered interior pocket and exterior pocket for quick access to smaller items like keys or tickets, Durable zipper closure; top loop handles for easily lifting and carrying; collapsible for simple storing, 1 year limited warranty, ",ASIN : B01GGNW5AM,"Measures 32.5 x 17 x 11.5 inches/82.5 x 43.2 x 29.2 cm (LxWxH), Large rectangular-shaped duffel bag with roomy interior (over 6,000+ cubic inches); ideal for travel or storage, Made of 100-percent nylon; lightweight, yet durable; 22.67 Kgs weight capacity; choice of color, Zippered interior pocket and exterior pocket for quick access to smaller items like keys or tickets, Durable zipper closure; top loop handles for easily lifting and carrying; collapsible for simple storing, 1 year limited warranty, ","Manufacturer : Wanxinda Guangzhou Technology Product Co. Ltd, Wanxinda Guangzhou Technology Product Co. Ltd, CT Lingxi Rd, Automobile Zone, Huadu district, Guangzhou, ChinaHuadu, Guangzhou"
https://www.amazon.in/F-Gear-Miles-Guc-Black-Waist-Bag/dp/B08NYGBDB8/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-149,F Gear Miles Guc Black Sports Waist Bag (3681),,4.4 out of 5 stars,430,"Care Instructions: Dry Clean Only, This having two small front zippered pockets suitable for keys/napkins etc., This backpack is made of polyester fabric and is treated to make it water-resistant., One back pocket for passport/mobile., This fanny pack has a huge main compartment suitable for a wallet, small notepad, pen, sunglasses& other belongings., This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. Comes with The F Gear promise of quality and durability., ",ASIN : B08NYGBDB8,"Care Instructions: Dry Clean Only, This having two small front zippered pockets suitable for keys/napkins etc., This backpack is made of polyester fabric and is treated to make it water-resistant., One back pocket for passport/mobile., This fanny pack has a huge main compartment suitable for a wallet, small notepad, pen, sunglasses& other belongings., This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. Comes with The F Gear promise of quality and durability., ","Manufacturer : Uber Fashion Merchandise Pvt Ltd, Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwanthpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTEyMDExMjU4MDcxOTI5OjE2OTAxOTU1MDU6c3BfbXRmOjMwMDAxNDU5NDAwMjAzMjo6MDo6&url=%2FElegant-BLCK01-Resistant-Backpack-Business%2Fdp%2FB0BZSFTTB2%2Fref%3Dsr_1_150_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690195505%26sprefix%3Dba%252Caps%252C283%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Elegant 16 inch 28 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,,5.0 out of 5 stars,5,"Care Instructions: Hand Wash Only, [Backpack with Multi-pockets]: Front Easy access pocket with 2 main compartments; Where Front easy access pocket helps you with the storage of small daily utility accessories. The 1 compartment can hold books, lunch box and clothes for 2-3 days trips. The 2nd Compartment comes with a laptop sleeves and 2 elastic bands which can hold your laptop tightly., [Dimensions and Capacity]: (48 Cm X 33 Cm X 28 CM) 28 Liters. Compatible upto 16 Inches Laptop., [Comfortable Design]: Mesh Padding on back & shoulder strap to provide comfort & better back support, [Multi-functional Backpack]: This backpack can be used as a laptop backpack, college backpack, high school student backpack, travel backpack, weekend bag, night travel backpack, business laptop, backpack for men and women, personal luggage for adults., [High Quality Material]: 100% Polyester, High Quality, Durable and Water Resistant Fabric; 1-year Warranty against manufacturing defects, ",ASIN : B0BZSFTTB2,"Care Instructions: Hand Wash Only, [Backpack with Multi-pockets]: Front Easy access pocket with 2 main compartments; Where Front easy access pocket helps you with the storage of small daily utility accessories. The 1 compartment can hold books, lunch box and clothes for 2-3 days trips. The 2nd Compartment comes with a laptop sleeves and 2 elastic bands which can hold your laptop tightly., [Dimensions and Capacity]: (48 Cm X 33 Cm X 28 CM) 28 Liters. Compatible upto 16 Inches Laptop., [Comfortable Design]: Mesh Padding on back & shoulder strap to provide comfort & better back support, [Multi-functional Backpack]: This backpack can be used as a laptop backpack, college backpack, high school student backpack, travel backpack, weekend bag, night travel backpack, business laptop, backpack for men and women, personal luggage for adults., [High Quality Material]: 100% Polyester, High Quality, Durable and Water Resistant Fabric; 1-year Warranty against manufacturing defects, ",Manufacturer : Elegant Auto Accessories
https://www.amazon.in/Tabelito%C2%AE-Delta-Waterproof-Backpack-Compatible/dp/B0BLK1Z7DQ/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-152,"Tabelito® DELTA Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, (6 Month Warranty)",,4.6 out of 5 stars,190,"LARGE CAPACITY: Delta Laptop Backpack for Travel, Business and Work with Lots of Space & Pockets --- Separate laptop compartment that can accommodate laptops up to 15.6 inches, and large main space with store books, wallets, clothes and other daily necessities. Multifunctional pockets in the main compartment can hold pens, cards, keys, etc. to keep your belongings in order. The external front zipper and two side pockets are also good choices for water bottle or umbrella., DAILY TRAVEL SUPPLIES: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm, ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction., MULTI-LEVEL ORGANIZER: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics., MADE IN INDIA: TABELITO DELTA Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Tabelito Delta casual backpack comes with 6 month of warranty, ",ASIN : B0BLK1Z7DQ,"LARGE CAPACITY: Delta Laptop Backpack for Travel, Business and Work with Lots of Space & Pockets --- Separate laptop compartment that can accommodate laptops up to 15.6 inches, and large main space with store books, wallets, clothes and other daily necessities. Multifunctional pockets in the main compartment can hold pens, cards, keys, etc. to keep your belongings in order. The external front zipper and two side pockets are also good choices for water bottle or umbrella., DAILY TRAVEL SUPPLIES: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm, ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction., MULTI-LEVEL ORGANIZER: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics., MADE IN INDIA: TABELITO DELTA Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Tabelito Delta casual backpack comes with 6 month of warranty, ","Manufacturer : Tabelito Trade India, Tabelito Trade India, Tabelito, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala)"
https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1690195505&sprefix=ba%2Caps%2C283&sr=8-153,Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,,3.9 out of 5 stars,309,"Care Instructions: Wipe with Dry Cloth, : Outer Material: Polyester, Color: Blue, Black, : Water resistant, : Capacity: 16 liters; Weight: 180 grams; Dimensions: 42 cms x 28 cms x 14 cms (LxWxH), : 1 Main compartments, : Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase, Shoulder straps padded with pp foam/ eva sheet. Anti slip fabric / breathable spongy mesh on shoulder stpars, ",ASIN : B08GY2ZN96,"Care Instructions: Wipe with Dry Cloth, : Outer Material: Polyester, Color: Blue, Black, : Water resistant, : Capacity: 16 liters; Weight: 180 grams; Dimensions: 42 cms x 28 cms x 14 cms (LxWxH), : 1 Main compartments, : Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase, Shoulder straps padded with pp foam/ eva sheet. Anti slip fabric / breathable spongy mesh on shoulder stpars, ","Manufacturer : Gear, Gear Merchandise Pvt Ltd E/12 West Chowbaga Gulshan Colony Kolkata-700100"
